 ---------------------------------------------------- --------------------- -------- ------ --------------------------------------------------------------- 
  Name                                                 Method                Scheme   Host   Path                                                           
  api_queries_put_item                                 PUT                   ANY      ANY    /api/3/queries/{uuid}.{_format}                                
  api_queries_delete_item                              DELETE                ANY      ANY    /api/3/queries/{uuid}.{_format}                                
  api_system_queries_get_collection                    GET                   ANY      ANY    /api/3/system_queries.{_format}                                
  api_system_queries_post_collection                   POST                  ANY      ANY    /api/3/system_queries.{_format}                                
  api_system_queries_get_item                          GET                   ANY      ANY    /api/3/system_queries/{uuid}.{_format}                         
  api_system_queries_put_item                          PUT                   ANY      ANY    /api/3/system_queries/{uuid}.{_format}                         
  api_system_queries_delete_item                       DELETE                ANY      ANY    /api/3/system_queries/{uuid}.{_format}                         
  api_user_queries_get_collection                      GET                   ANY      ANY    /api/3/user_queries.{_format}                                  
  api_user_queries_post_collection                     POST                  ANY      ANY    /api/3/user_queries.{_format}                                  
  api_user_queries_get_item                            GET                   ANY      ANY    /api/3/user_queries/{uuid}.{_format}                           
  api_user_queries_put_item                            PUT                   ANY      ANY    /api/3/user_queries/{uuid}.{_format}                           
  api_user_queries_delete_item                         DELETE                ANY      ANY    /api/3/user_queries/{uuid}.{_format}                           
  api_preprocessing_rules_get_collection               GET                   ANY      ANY    /api/3/preprocessing_rules.{_format}                           
  api_preprocessing_rules_post_collection              POST                  ANY      ANY    /api/3/preprocessing_rules.{_format}                           
  api_preprocessing_rules_get_item                     GET                   ANY      ANY    /api/3/preprocessing_rules/{uuid}.{_format}                    
  api_preprocessing_rules_put_item                     PUT                   ANY      ANY    /api/3/preprocessing_rules/{uuid}.{_format}                    
  api_preprocessing_rules_delete_item                  DELETE                ANY      ANY    /api/3/preprocessing_rules/{uuid}.{_format}                    
  api_system_settings_get_collection                   GET                   ANY      ANY    /api/3/system_settings.{_format}                               
  api_system_settings_post_collection                  POST                  ANY      ANY    /api/3/system_settings.{_format}                               
  api_system_settings_get_item                         GET                   ANY      ANY    /api/3/system_settings/{uuid}.{_format}                        
  api_system_settings_put_item                         PUT                   ANY      ANY    /api/3/system_settings/{uuid}.{_format}                        
  api_system_settings_delete_item                      DELETE                ANY      ANY    /api/3/system_settings/{uuid}.{_format}                        
  api_user_settings_get_collection                     GET                   ANY      ANY    /api/3/user_settings.{_format}                                 
  api_user_settings_post_collection                    POST                  ANY      ANY    /api/3/user_settings.{_format}                                 
  api_user_settings_get_item                           GET                   ANY      ANY    /api/3/user_settings/{uuid}.{_format}                          
  api_user_settings_put_item                           PUT                   ANY      ANY    /api/3/user_settings/{uuid}.{_format}                          
  api_user_settings_delete_item                        DELETE                ANY      ANY    /api/3/user_settings/{uuid}.{_format}                          
  api_dashboards_get_collection                        GET                   ANY      ANY    /api/3/dashboard                                               
  api_dashboards_post_collection                       POST                  ANY      ANY    /api/3/dashboard                                               
  api_dashboards_get_item                              GET                   ANY      ANY    /api/3/dashboard/{uuid}                                        
  api_dashboards_put_item                              PUT                   ANY      ANY    /api/3/dashboard/{uuid}                                        
  api_dashboards_delete_item                           DELETE                ANY      ANY    /api/3/dashboard/{uuid}                                        
  api_generic_templates_get_collection                 GET                   ANY      ANY    /api/3/generic_templates.{_format}                             
  api_generic_templates_post_collection                POST                  ANY      ANY    /api/3/generic_templates.{_format}                             
  api_generic_templates_get_item                       GET                   ANY      ANY    /api/3/generic_templates/{uuid}.{_format}                      
  api_generic_templates_put_item                       PUT                   ANY      ANY    /api/3/generic_templates/{uuid}.{_format}                      
  api_generic_templates_delete_item                    DELETE                ANY      ANY    /api/3/generic_templates/{uuid}.{_format}                      
  api_reportings_get_collection                        GET                   ANY      ANY    /api/3/reporting                                               
  api_reportings_post_collection                       POST                  ANY      ANY    /api/3/reporting                                               
  api_reportings_get_item                              GET                   ANY      ANY    /api/3/reporting/{uuid}                                        
  api_reportings_put_item                              PUT                   ANY      ANY    /api/3/reporting/{uuid}                                        
  api_reportings_delete_item                           DELETE                ANY      ANY    /api/3/reporting/{uuid}                                        
  api_system_view_templates_get_collection             GET                   ANY      ANY    /api/3/system_view_templates.{_format}                         
  api_system_view_templates_post_collection            POST                  ANY      ANY    /api/3/system_view_templates.{_format}                         
  api_system_view_templates_get_item                   GET                   ANY      ANY    /api/3/system_view_templates/{uuid}.{_format}                  
  api_system_view_templates_put_item                   PUT                   ANY      ANY    /api/3/system_view_templates/{uuid}.{_format}                  
  api_system_view_templates_delete_item                DELETE                ANY      ANY    /api/3/system_view_templates/{uuid}.{_format}                  
  api_user_default_templates_get_collection            GET                   ANY      ANY    /api/3/user_default_templates.{_format}                        
  api_user_default_templates_post_collection           POST                  ANY      ANY    /api/3/user_default_templates.{_format}                        
  api_user_default_templates_get_item                  GET                   ANY      ANY    /api/3/user_default_templates/{uuid}.{_format}                 
  api_user_default_templates_put_item                  PUT                   ANY      ANY    /api/3/user_default_templates/{uuid}.{_format}                 
  api_user_default_templates_delete_item               DELETE                ANY      ANY    /api/3/user_default_templates/{uuid}.{_format}                 
  api_user_preferences_get_collection                  GET                   ANY      ANY    /api/3/user_preferences.{_format}                              
  api_user_preferences_post_collection                 POST                  ANY      ANY    /api/3/user_preferences.{_format}                              
  api_user_preferences_get_item                        GET                   ANY      ANY    /api/3/user_preferences/{uuid}.{_format}                       
  api_user_preferences_put_item                        PUT                   ANY      ANY    /api/3/user_preferences/{uuid}.{_format}                       
  api_user_preferences_delete_item                     DELETE                ANY      ANY    /api/3/user_preferences/{uuid}.{_format}                       
  api_user_view_templates_get_collection               GET                   ANY      ANY    /api/3/user_view_templates.{_format}                           
  api_user_view_templates_post_collection              POST                  ANY      ANY    /api/3/user_view_templates.{_format}                           
  api_user_view_templates_get_item                     GET                   ANY      ANY    /api/3/user_view_templates/{uuid}.{_format}                    
  api_user_view_templates_put_item                     PUT                   ANY      ANY    /api/3/user_view_templates/{uuid}.{_format}                    
  api_step_type_collections_get_collection             GET                   ANY      ANY    /api/3/step_type_collections.{_format}                         
  api_step_type_collections_get_item                   GET                   ANY      ANY    /api/3/step_type_collections/{uuid}.{_format}                  
  api_workflows_get_collection                         GET                   ANY      ANY    /api/3/workflows.{_format}                                     
  api_workflows_post_collection                        POST                  ANY      ANY    /api/3/workflows.{_format}                                     
  api_workflows_get_item                               GET                   ANY      ANY    /api/3/workflows/{uuid}.{_format}                              
  api_workflows_put_item                               PUT                   ANY      ANY    /api/3/workflows/{uuid}.{_format}                              
  api_workflows_delete_item                            DELETE                ANY      ANY    /api/3/workflows/{uuid}.{_format}                              
  api_workflows_owners_get_subresource                 GET                   ANY      ANY    /api/3/workflows/{uuid}/owners                                 
  api_workflow_collections_get_collection              GET                   ANY      ANY    /api/3/workflow_collections.{_format}                          
  api_workflow_collections_post_collection             POST                  ANY      ANY    /api/3/workflow_collections.{_format}                          
  api_workflow_collections_get_item                    GET                   ANY      ANY    /api/3/workflow_collections/{uuid}.{_format}                   
  api_workflow_collections_put_item                    PUT                   ANY      ANY    /api/3/workflow_collections/{uuid}.{_format}                   
  api_workflow_collections_delete_item                 DELETE                ANY      ANY    /api/3/workflow_collections/{uuid}.{_format}                   
  api_workflow_groups_get_collection                   GET                   ANY      ANY    /api/3/workflow_groups.{_format}                               
  api_workflow_groups_post_collection                  POST                  ANY      ANY    /api/3/workflow_groups.{_format}                               
  api_workflow_groups_get_item                         GET                   ANY      ANY    /api/3/workflow_groups/{uuid}.{_format}                        
  api_workflow_groups_put_item                         PUT                   ANY      ANY    /api/3/workflow_groups/{uuid}.{_format}                        
  api_workflow_groups_delete_item                      DELETE                ANY      ANY    /api/3/workflow_groups/{uuid}.{_format}                        
  api_workflow_routes_get_collection                   GET                   ANY      ANY    /api/3/workflow_routes.{_format}                               
  api_workflow_routes_post_collection                  POST                  ANY      ANY    /api/3/workflow_routes.{_format}                               
  api_workflow_routes_get_item                         GET                   ANY      ANY    /api/3/workflow_routes/{uuid}.{_format}                        
  api_workflow_routes_put_item                         PUT                   ANY      ANY    /api/3/workflow_routes/{uuid}.{_format}                        
  api_workflow_routes_delete_item                      DELETE                ANY      ANY    /api/3/workflow_routes/{uuid}.{_format}                        
  api_workflow_steps_get_collection                    GET                   ANY      ANY    /api/3/workflow_steps.{_format}                                
  api_workflow_steps_post_collection                   POST                  ANY      ANY    /api/3/workflow_steps.{_format}                                
  api_workflow_steps_get_item                          GET                   ANY      ANY    /api/3/workflow_steps/{uuid}.{_format}                         
  api_workflow_steps_put_item                          PUT                   ANY      ANY    /api/3/workflow_steps/{uuid}.{_format}                         
  api_workflow_steps_delete_item                       DELETE                ANY      ANY    /api/3/workflow_steps/{uuid}.{_format}                         
  api_workflow_step_types_get_collection               GET                   ANY      ANY    /api/3/workflow_step_types.{_format}                           
  api_workflow_step_types_get_item                     GET                   ANY      ANY    /api/3/workflow_step_types/{uuid}.{_format}                    
  api_workflow_versions_get_collection                 GET                   ANY      ANY    /api/3/workflow_versions.{_format}                             
  api_workflow_versions_post_collection                POST                  ANY      ANY    /api/3/workflow_versions.{_format}                             
  api_workflow_versions_get_item                       GET                   ANY      ANY    /api/3/workflow_versions/{uuid}.{_format}                      
  api_workflow_versions_put_item                       PUT                   ANY      ANY    /api/3/workflow_versions/{uuid}.{_format}                      
  api_workflow_versions_delete_item                    DELETE                ANY      ANY    /api/3/workflow_versions/{uuid}.{_format}                      
 ---------------------------------------------------- --------------------- -------- ------ --------------------------------------------------------------- 

