 ---------------------------------------------------- --------------------- -------- ------ --------------------------------------------------------------- 
  Name                                                 Method                Scheme   Host   Path                                                           
  api_comments_post_collection                         POST                  ANY      ANY    /api/3/comments                                                
  api_comments_get_item                                GET                   ANY      ANY    /api/3/comments/{uuid}                                         
  api_comments_put_item                                PUT                   ANY      ANY    /api/3/comments/{uuid}                                         
  api_comments_delete_item                             DELETE                ANY      ANY    /api/3/comments/{uuid}                                         
  api_comments_owners_get_subresource                  GET                   ANY      ANY    /api/3/comments/{uuid}/owners                                  
  api_communications_get_collection                    GET                   ANY      ANY    /api/3/communication                                           
  api_communications_post_collection                   POST                  ANY      ANY    /api/3/communication                                           
  api_communications_get_item                          GET                   ANY      ANY    /api/3/communication/{uuid}                                    
  api_communications_put_item                          PUT                   ANY      ANY    /api/3/communication/{uuid}                                    
  api_communications_delete_item                       DELETE                ANY      ANY    /api/3/communication/{uuid}                                    
  api_companies_get_collection                         GET                   ANY      ANY    /api/3/companies                                               
  api_companies_post_collection                        POST                  ANY      ANY    /api/3/companies                                               
  api_companies_get_item                               GET                   ANY      ANY    /api/3/companies/{uuid}                                        
  api_companies_put_item                               PUT                   ANY      ANY    /api/3/companies/{uuid}                                        
  api_companies_delete_item                            DELETE                ANY      ANY    /api/3/companies/{uuid}                                        
  api_companies_owners_get_subresource                 GET                   ANY      ANY    /api/3/companies/{uuid}/owners                                 
  api_devices_get_collection                           GET                   ANY      ANY    /api/3/devices                                                 
  api_devices_post_collection                          POST                  ANY      ANY    /api/3/devices                                                 
  api_devices_get_item                                 GET                   ANY      ANY    /api/3/devices/{uuid}                                          
  api_devices_put_item                                 PUT                   ANY      ANY    /api/3/devices/{uuid}                                          
  api_devices_delete_item                              DELETE                ANY      ANY    /api/3/devices/{uuid}                                          
  api_devices_owners_get_subresource                   GET                   ANY      ANY    /api/3/devices/{uuid}/owners                                   
  api_employeewatchlists_get_collection                GET                   ANY      ANY    /api/3/employeewatchlist                                       
  api_employeewatchlists_post_collection               POST                  ANY      ANY    /api/3/employeewatchlist                                       
  api_employeewatchlists_get_item                      GET                   ANY      ANY    /api/3/employeewatchlist/{uuid}                                
  api_employeewatchlists_put_item                      PUT                   ANY      ANY    /api/3/employeewatchlist/{uuid}                                
  api_employeewatchlists_delete_item                   DELETE                ANY      ANY    /api/3/employeewatchlist/{uuid}                                
  api_employeewatchlists_owners_get_subresource        GET                   ANY      ANY    /api/3/employeewatchlist/{uuid}/owners                         
  api_events_get_collection                            GET                   ANY      ANY    /api/3/events                                                  
  api_events_post_collection                           POST                  ANY      ANY    /api/3/events                                                  
  api_events_get_item                                  GET                   ANY      ANY    /api/3/events/{uuid}                                           
  api_events_put_item                                  PUT                   ANY      ANY    /api/3/events/{uuid}                                           
  api_events_delete_item                               DELETE                ANY      ANY    /api/3/events/{uuid}                                           
  api_firewall_announcements_get_collection            GET                   ANY      ANY    /api/3/firewall_announcements                                  
  api_firewall_announcements_post_collection           POST                  ANY      ANY    /api/3/firewall_announcements                                  
  api_firewall_announcements_get_item                  GET                   ANY      ANY    /api/3/firewall_announcements/{uuid}                           
  api_firewall_announcements_put_item                  PUT                   ANY      ANY    /api/3/firewall_announcements/{uuid}                           
  api_firewall_announcements_delete_item               DELETE                ANY      ANY    /api/3/firewall_announcements/{uuid}                           
  api_firewall_connection_trackers_get_collection      GET                   ANY      ANY    /api/3/firewall_connection_trackers                            
  api_firewall_connection_trackers_post_collection     POST                  ANY      ANY    /api/3/firewall_connection_trackers                            
  api_firewall_connection_trackers_get_item            GET                   ANY      ANY    /api/3/firewall_connection_trackers/{uuid}                     
  api_firewall_connection_trackers_put_item            PUT                   ANY      ANY    /api/3/firewall_connection_trackers/{uuid}                     
  api_firewall_connection_trackers_delete_item         DELETE                ANY      ANY    /api/3/firewall_connection_trackers/{uuid}                     
  api_firewall_devices_get_collection                  GET                   ANY      ANY    /api/3/firewall_devices                                        
  api_firewall_devices_post_collection                 POST                  ANY      ANY    /api/3/firewall_devices                                        
  api_firewall_devices_get_item                        GET                   ANY      ANY    /api/3/firewall_devices/{uuid}                                 
  api_firewall_devices_put_item                        PUT                   ANY      ANY    /api/3/firewall_devices/{uuid}                                 
  api_firewall_devices_delete_item                     DELETE                ANY      ANY    /api/3/firewall_devices/{uuid}                                 
  api_firewall_devices_owners_get_subresource          GET                   ANY      ANY    /api/3/firewall_devices/{uuid}/owners                          
  api_firewall_devices_user_owners_get_subresource     GET                   ANY      ANY    /api/3/firewall_devices/{uuid}/userOwners                      
  api_firewall_rules_get_collection                    GET                   ANY      ANY    /api/3/firewall_rules                                          
  api_firewall_rules_post_collection                   POST                  ANY      ANY    /api/3/firewall_rules                                          
  api_firewall_rules_get_item                          GET                   ANY      ANY    /api/3/firewall_rules/{uuid}                                   
  api_firewall_rules_put_item                          PUT                   ANY      ANY    /api/3/firewall_rules/{uuid}                                   
  api_firewall_rules_delete_item                       DELETE                ANY      ANY    /api/3/firewall_rules/{uuid}                                   
  api_groups_get_collection                            GET                   ANY      ANY    /api/3/mitre_groups                                            
  api_groups_post_collection                           POST                  ANY      ANY    /api/3/mitre_groups                                            
  api_groups_get_item                                  GET                   ANY      ANY    /api/3/mitre_groups/{uuid}                                     
  api_groups_put_item                                  PUT                   ANY      ANY    /api/3/mitre_groups/{uuid}                                     
  api_groups_delete_item                               DELETE                ANY      ANY    /api/3/mitre_groups/{uuid}                                     
  api_hunts_get_collection                             GET                   ANY      ANY    /api/3/hunt                                                    
  api_hunts_post_collection                            POST                  ANY      ANY    /api/3/hunt                                                    
  api_hunts_get_item                                   GET                   ANY      ANY    /api/3/hunt/{uuid}                                             
  api_hunts_put_item                                   PUT                   ANY      ANY    /api/3/hunt/{uuid}                                             
  api_hunts_delete_item                                DELETE                ANY      ANY    /api/3/hunt/{uuid}                                             
  api_incidents_get_collection                         GET                   ANY      ANY    /api/3/incidents                                               
  api_incidents_post_collection                        POST                  ANY      ANY    /api/3/incidents                                               
  api_incidents_get_item                               GET                   ANY      ANY    /api/3/incidents/{uuid}                                        
  api_incidents_put_item                               PUT                   ANY      ANY    /api/3/incidents/{uuid}                                        
  api_incidents_delete_item                            DELETE                ANY      ANY    /api/3/incidents/{uuid}                                        
  api_indicators_get_collection                        GET                   ANY      ANY    /api/3/indicators                                              
  api_indicators_post_collection                       POST                  ANY      ANY    /api/3/indicators                                              
  api_indicators_get_item                              GET                   ANY      ANY    /api/3/indicators/{uuid}                                       
  api_indicators_put_item                              PUT                   ANY      ANY    /api/3/indicators/{uuid}                                       
  api_indicators_delete_item                           DELETE                ANY      ANY    /api/3/indicators/{uuid}                                       
  api_keys_get_collection                              GET                   ANY      ANY    /api/3/keys                                                    
  api_keys_post_collection                             POST                  ANY      ANY    /api/3/keys                                                    
  api_keys_get_item                                    GET                   ANY      ANY    /api/3/keys/{uuid}                                             
  api_keys_put_item                                    PUT                   ANY      ANY    /api/3/keys/{uuid}                                             
  api_keys_delete_item                                 DELETE                ANY      ANY    /api/3/keys/{uuid}                                             
  api_leave_schedules_get_collection                   GET                   ANY      ANY    /api/3/leave_schedules                                         
  api_leave_schedules_post_collection                  POST                  ANY      ANY    /api/3/leave_schedules                                         
  api_leave_schedules_get_item                         GET                   ANY      ANY    /api/3/leave_schedules/{uuid}                                  
  api_leave_schedules_put_item                         PUT                   ANY      ANY    /api/3/leave_schedules/{uuid}                                  
  api_leave_schedules_delete_item                      DELETE                ANY      ANY    /api/3/leave_schedules/{uuid}                                  
  api_managers_get_collection                          GET                   ANY      ANY    /api/3/managers                                                
  api_managers_post_collection                         POST                  ANY      ANY    /api/3/managers                                                
  api_managers_get_item                                GET                   ANY      ANY    /api/3/managers/{uuid}                                         
  api_managers_put_item                                PUT                   ANY      ANY    /api/3/managers/{uuid}                                         
  api_managers_delete_item                             DELETE                ANY      ANY    /api/3/managers/{uuid}                                         
  api_managers_owners_get_subresource                  GET                   ANY      ANY    /api/3/managers/{uuid}/owners                                  
  api_metafield_templates_get_collection               GET                   ANY      ANY    /api/3/metafield_templates                                     
  api_metafield_templates_post_collection              POST                  ANY      ANY    /api/3/metafield_templates                                     
  api_metafield_templates_get_item                     GET                   ANY      ANY    /api/3/metafield_templates/{uuid}                              
  api_metafield_templates_put_item                     PUT                   ANY      ANY    /api/3/metafield_templates/{uuid}                              
  api_metafield_templates_delete_item                  DELETE                ANY      ANY    /api/3/metafield_templates/{uuid}                              
  api_metafield_templates_owners_get_subresource       GET                   ANY      ANY    /api/3/metafield_templates/{uuid}/owners                       
  api_mitigations_get_collection                       GET                   ANY      ANY    /api/3/mitre_mitigations                                       
  api_mitigations_post_collection                      POST                  ANY      ANY    /api/3/mitre_mitigations                                       
  api_mitigations_get_item                             GET                   ANY      ANY    /api/3/mitre_mitigations/{uuid}                                
  api_mitigations_put_item                             PUT                   ANY      ANY    /api/3/mitre_mitigations/{uuid}                                
  api_mitigations_delete_item                          DELETE                ANY      ANY    /api/3/mitre_mitigations/{uuid}                                
  api_netshot_domains_get_collection                   GET                   ANY      ANY    /api/3/netshot_domains                                         
  api_netshot_domains_post_collection                  POST                  ANY      ANY    /api/3/netshot_domains                                         
  api_netshot_domains_get_item                         GET                   ANY      ANY    /api/3/netshot_domains/{uuid}                                  
  api_netshot_domains_put_item                         PUT                   ANY      ANY    /api/3/netshot_domains/{uuid}                                  
  api_netshot_domains_delete_item                      DELETE                ANY      ANY    /api/3/netshot_domains/{uuid}                                  
  api_netshot_output_data_profiles_get_collection      GET                   ANY      ANY    /api/3/netshot_output_data_profiles                            
  api_netshot_output_data_profiles_post_collection     POST                  ANY      ANY    /api/3/netshot_output_data_profiles                            
  api_netshot_output_data_profiles_get_item            GET                   ANY      ANY    /api/3/netshot_output_data_profiles/{uuid}                     
  api_netshot_output_data_profiles_put_item            PUT                   ANY      ANY    /api/3/netshot_output_data_profiles/{uuid}                     
  api_netshot_output_data_profiles_delete_item         DELETE                ANY      ANY    /api/3/netshot_output_data_profiles/{uuid}                     
  api_netshot_output_groups_get_collection             GET                   ANY      ANY    /api/3/netshot_output_groups                                   
  api_netshot_output_groups_post_collection            POST                  ANY      ANY    /api/3/netshot_output_groups                                   
  api_netshot_output_groups_get_item                   GET                   ANY      ANY    /api/3/netshot_output_groups/{uuid}                            
  api_netshot_output_groups_put_item                   PUT                   ANY      ANY    /api/3/netshot_output_groups/{uuid}                            
  api_netshot_output_groups_delete_item                DELETE                ANY      ANY    /api/3/netshot_output_groups/{uuid}                            
  api_netshot_output_reports_get_collection            GET                   ANY      ANY    /api/3/netshot_output_reports                                  
  api_netshot_output_reports_post_collection           POST                  ANY      ANY    /api/3/netshot_output_reports                                  
  api_netshot_output_reports_get_item                  GET                   ANY      ANY    /api/3/netshot_output_reports/{uuid}                           
  api_netshot_output_reports_put_item                  PUT                   ANY      ANY    /api/3/netshot_output_reports/{uuid}                           
  api_netshot_output_reports_delete_item               DELETE                ANY      ANY    /api/3/netshot_output_reports/{uuid}                           
  api_netshot_output_report_profiles_get_collection    GET                   ANY      ANY    /api/3/netshot_output_report_profiles                          
  api_netshot_output_report_profiles_post_collection   POST                  ANY      ANY    /api/3/netshot_output_report_profiles                          
  api_netshot_output_report_profiles_get_item          GET                   ANY      ANY    /api/3/netshot_output_report_profiles/{uuid}                   
  api_netshot_output_report_profiles_put_item          PUT                   ANY      ANY    /api/3/netshot_output_report_profiles/{uuid}                   
  api_netshot_output_report_profiles_delete_item       DELETE                ANY      ANY    /api/3/netshot_output_report_profiles/{uuid}                   
  api_netshot_targets_get_collection                   GET                   ANY      ANY    /api/3/netshot_targets                                         
  api_netshot_targets_post_collection                  POST                  ANY      ANY    /api/3/netshot_targets                                         
  api_netshot_targets_get_item                         GET                   ANY      ANY    /api/3/netshot_targets/{uuid}                                  
  api_netshot_targets_put_item                         PUT                   ANY      ANY    /api/3/netshot_targets/{uuid}                                  
  api_netshot_targets_delete_item                      DELETE                ANY      ANY    /api/3/netshot_targets/{uuid}                                  
  api_netshot_target_outputs_get_collection            GET                   ANY      ANY    /api/3/netshot_target_outputs                                  
  api_netshot_target_outputs_post_collection           POST                  ANY      ANY    /api/3/netshot_target_outputs                                  
  api_netshot_target_outputs_get_item                  GET                   ANY      ANY    /api/3/netshot_target_outputs/{uuid}                           
  api_netshot_target_outputs_put_item                  PUT                   ANY      ANY    /api/3/netshot_target_outputs/{uuid}                           
  api_netshot_target_outputs_delete_item               DELETE                ANY      ANY    /api/3/netshot_target_outputs/{uuid}                           
  api_netshot_target_output_profiles_get_collection    GET                   ANY      ANY    /api/3/netshot_target_output_profiles                          
  api_netshot_target_output_profiles_post_collection   POST                  ANY      ANY    /api/3/netshot_target_output_profiles                          
  api_netshot_target_output_profiles_get_item          GET                   ANY      ANY    /api/3/netshot_target_output_profiles/{uuid}                   
  api_netshot_target_output_profiles_put_item          PUT                   ANY      ANY    /api/3/netshot_target_output_profiles/{uuid}                   
  api_netshot_target_output_profiles_delete_item       DELETE                ANY      ANY    /api/3/netshot_target_output_profiles/{uuid}                   
  api_people_get_collection                            GET                   ANY      ANY    /api/3/people                                                  
  api_people_post_collection                           POST                  ANY      ANY    /api/3/people                                                  
  api_people_get_item                                  GET                   ANY      ANY    /api/3/people/{uuid}                                           
  api_people_put_item                                  PUT                   ANY      ANY    /api/3/people/{uuid}                                           
  api_people_delete_item                               DELETE                ANY      ANY    /api/3/people/{uuid}                                           
  api_policy_requests_get_collection                   GET                   ANY      ANY    /api/3/policy_requests                                         
  api_policy_requests_post_collection                  POST                  ANY      ANY    /api/3/policy_requests                                         
  api_policy_requests_get_item                         GET                   ANY      ANY    /api/3/policy_requests/{uuid}                                  
  api_policy_requests_put_item                         PUT                   ANY      ANY    /api/3/policy_requests/{uuid}                                  
  api_policy_requests_delete_item                      DELETE                ANY      ANY    /api/3/policy_requests/{uuid}                                  
  api_queues_get_collection                            GET                   ANY      ANY    /api/3/fsr_queues                                              
  api_queues_post_collection                           POST                  ANY      ANY    /api/3/fsr_queues                                              
  api_queues_get_item                                  GET                   ANY      ANY    /api/3/fsr_queues/{uuid}                                       
  api_queues_put_item                                  PUT                   ANY      ANY    /api/3/fsr_queues/{uuid}                                       
  api_queues_delete_item                               DELETE                ANY      ANY    /api/3/fsr_queues/{uuid}                                       
  api_queues_owners_get_subresource                    GET                   ANY      ANY    /api/3/fsr_queues/{uuid}/owners                                
  api_revision_histories_get_collection                GET                   ANY      ANY    /api/3/revision_histories                                      
  api_revision_histories_post_collection               POST                  ANY      ANY    /api/3/revision_histories                                      
  api_revision_histories_get_item                      GET                   ANY      ANY    /api/3/revision_histories/{uuid}                               
  api_revision_histories_put_item                      PUT                   ANY      ANY    /api/3/revision_histories/{uuid}                               
  api_revision_histories_delete_item                   DELETE                ANY      ANY    /api/3/revision_histories/{uuid}                               
  api_routers_get_collection                           GET                   ANY      ANY    /api/3/routers                                                 
  api_routers_post_collection                          POST                  ANY      ANY    /api/3/routers                                                 
  api_routers_get_item                                 GET                   ANY      ANY    /api/3/routers/{uuid}                                          
  api_routers_put_item                                 PUT                   ANY      ANY    /api/3/routers/{uuid}                                          
  api_routers_delete_item                              DELETE                ANY      ANY    /api/3/routers/{uuid}                                          
  api_s_l_a_templates_get_collection                   GET                   ANY      ANY    /api/3/sla_template                                            
  api_s_l_a_templates_post_collection                  POST                  ANY      ANY    /api/3/sla_template                                            
  api_s_l_a_templates_get_item                         GET                   ANY      ANY    /api/3/sla_template/{uuid}                                     
  api_s_l_a_templates_put_item                         PUT                   ANY      ANY    /api/3/sla_template/{uuid}                                     
  api_s_l_a_templates_delete_item                      DELETE                ANY      ANY    /api/3/sla_template/{uuid}                                     
  api_saved_reports_get_collection                     GET                   ANY      ANY    /api/3/saved_reports                                           
  api_saved_reports_post_collection                    POST                  ANY      ANY    /api/3/saved_reports                                           
  api_saved_reports_get_item                           GET                   ANY      ANY    /api/3/saved_reports/{uuid}                                    
  api_saved_reports_put_item                           PUT                   ANY      ANY    /api/3/saved_reports/{uuid}                                    
  api_saved_reports_delete_item                        DELETE                ANY      ANY    /api/3/saved_reports/{uuid}                                    
  api_saved_reports_owners_get_subresource             GET                   ANY      ANY    /api/3/saved_reports/{uuid}/owners                             
  api_scans_get_collection                             GET                   ANY      ANY    /api/3/scans                                                   
  api_scans_post_collection                            POST                  ANY      ANY    /api/3/scans                                                   
  api_scans_get_item                                   GET                   ANY      ANY    /api/3/scans/{uuid}                                            
  api_scans_put_item                                   PUT                   ANY      ANY    /api/3/scans/{uuid}                                            
  api_scans_delete_item                                DELETE                ANY      ANY    /api/3/scans/{uuid}                                            
  api_scenarios_get_collection                         GET                   ANY      ANY    /api/3/scenario                                                
  api_scenarios_post_collection                        POST                  ANY      ANY    /api/3/scenario                                                
  api_scenarios_get_item                               GET                   ANY      ANY    /api/3/scenario/{uuid}                                         
  api_scenarios_put_item                               PUT                   ANY      ANY    /api/3/scenario/{uuid}                                         
  api_scenarios_delete_item                            DELETE                ANY      ANY    /api/3/scenario/{uuid}                                         
  api_scripts_get_collection                           GET                   ANY      ANY    /api/3/scripts                                                 
  api_scripts_post_collection                          POST                  ANY      ANY    /api/3/scripts                                                 
  api_scripts_get_item                                 GET                   ANY      ANY    /api/3/scripts/{uuid}                                          
  api_scripts_put_item                                 PUT                   ANY      ANY    /api/3/scripts/{uuid}                                          
  api_scripts_delete_item                              DELETE                ANY      ANY    /api/3/scripts/{uuid}                                          
  api_scripts_owners_get_subresource                   GET                   ANY      ANY    /api/3/scripts/{uuid}/owners                                   
  api_sensitive_files_get_collection                   GET                   ANY      ANY    /api/3/sensitivefile                                           
  api_sensitive_files_post_collection                  POST                  ANY      ANY    /api/3/sensitivefile                                           
  api_sensitive_files_get_item                         GET                   ANY      ANY    /api/3/sensitivefile/{uuid}                                    
  api_sensitive_files_put_item                         PUT                   ANY      ANY    /api/3/sensitivefile/{uuid}                                    
  api_sensitive_files_delete_item                      DELETE                ANY      ANY    /api/3/sensitivefile/{uuid}                                    
  api_sensitive_files_owners_get_subresource           GET                   ANY      ANY    /api/3/sensitivefile/{uuid}/owners                             
  api_shifts_get_collection                            GET                   ANY      ANY    /api/3/shifts                                                  
  api_shifts_post_collection                           POST                  ANY      ANY    /api/3/shifts                                                  
  api_shifts_get_item                                  GET                   ANY      ANY    /api/3/shifts/{uuid}                                           
  api_shifts_put_item                                  PUT                   ANY      ANY    /api/3/shifts/{uuid}                                           
  api_shifts_delete_item                               DELETE                ANY      ANY    /api/3/shifts/{uuid}                                           
  api_software_get_collection                          GET                   ANY      ANY    /api/3/mitre_software                                          
  api_software_post_collection                         POST                  ANY      ANY    /api/3/mitre_software                                          
  api_software_get_item                                GET                   ANY      ANY    /api/3/mitre_software/{uuid}                                   
  api_software_put_item                                PUT                   ANY      ANY    /api/3/mitre_software/{uuid}                                   
  api_software_delete_item                             DELETE                ANY      ANY    /api/3/mitre_software/{uuid}                                   
  api_subtechniques_get_collection                     GET                   ANY      ANY    /api/3/mitre_sub_techniques                                    
  api_subtechniques_post_collection                    POST                  ANY      ANY    /api/3/mitre_sub_techniques                                    
  api_subtechniques_get_item                           GET                   ANY      ANY    /api/3/mitre_sub_techniques/{uuid}                             
  api_subtechniques_put_item                           PUT                   ANY      ANY    /api/3/mitre_sub_techniques/{uuid}                             
  api_subtechniques_delete_item                        DELETE                ANY      ANY    /api/3/mitre_sub_techniques/{uuid}                             
  api_tactics_get_collection                           GET                   ANY      ANY    /api/3/mitre_tactics                                           
  api_tactics_post_collection                          POST                  ANY      ANY    /api/3/mitre_tactics                                           
  api_tactics_get_item                                 GET                   ANY      ANY    /api/3/mitre_tactics/{uuid}                                    
  api_tactics_put_item                                 PUT                   ANY      ANY    /api/3/mitre_tactics/{uuid}                                    
  api_tactics_delete_item                              DELETE                ANY      ANY    /api/3/mitre_tactics/{uuid}                                    
  api_tasks_get_collection                             GET                   ANY      ANY    /api/3/tasks                                                   
  api_tasks_post_collection                            POST                  ANY      ANY    /api/3/tasks                                                   
  api_tasks_get_item                                   GET                   ANY      ANY    /api/3/tasks/{uuid}                                            
  api_tasks_put_item                                   PUT                   ANY      ANY    /api/3/tasks/{uuid}                                            
  api_tasks_delete_item                                DELETE                ANY      ANY    /api/3/tasks/{uuid}                                            
  api_tasks_owners_get_subresource                     GET                   ANY      ANY    /api/3/tasks/{uuid}/owners                                     
  api_tasks_user_owners_get_subresource                GET                   ANY      ANY    /api/3/tasks/{uuid}/userOwners                                 
  api_techniques_get_collection                        GET                   ANY      ANY    /api/3/mitre_techniques                                        
  api_techniques_post_collection                       POST                  ANY      ANY    /api/3/mitre_techniques                                        
  api_techniques_get_item                              GET                   ANY      ANY    /api/3/mitre_techniques/{uuid}                                 
  api_techniques_put_item                              PUT                   ANY      ANY    /api/3/mitre_techniques/{uuid}                                 
  api_techniques_delete_item                           DELETE                ANY      ANY    /api/3/mitre_techniques/{uuid}                                 
  api_tenants_get_collection                           GET                   ANY      ANY    /api/3/tenants                                                 
  api_tenants_post_collection                          POST                  ANY      ANY    /api/3/tenants                                                 
  api_tenants_get_item                                 GET                   ANY      ANY    /api/3/tenants/{uuid}                                          
  api_tenants_put_item                                 PUT                   ANY      ANY    /api/3/tenants/{uuid}                                          
  api_tenants_delete_item                              DELETE                ANY      ANY    /api/3/tenants/{uuid}                                          
  api_tenants_owners_get_subresource                   GET                   ANY      ANY    /api/3/tenants/{uuid}/owners                                   
  api_threat_actors_get_collection                     GET                   ANY      ANY    /api/3/threat_actors                                           
  api_threat_actors_post_collection                    POST                  ANY      ANY    /api/3/threat_actors                                           
  api_threat_actors_get_item                           GET                   ANY      ANY    /api/3/threat_actors/{uuid}                                    
  api_threat_actors_put_item                           PUT                   ANY      ANY    /api/3/threat_actors/{uuid}                                    
  api_threat_actors_delete_item                        DELETE                ANY      ANY    /api/3/threat_actors/{uuid}                                    
  api_threat_intels_get_collection                     GET                   ANY      ANY    /api/3/threat_intel_feeds                                      
  api_threat_intels_post_collection                    POST                  ANY      ANY    /api/3/threat_intel_feeds                                      
  api_threat_intels_get_item                           GET                   ANY      ANY    /api/3/threat_intel_feeds/{uuid}                               
  api_threat_intels_put_item                           PUT                   ANY      ANY    /api/3/threat_intel_feeds/{uuid}                               
  api_threat_intels_delete_item                        DELETE                ANY      ANY    /api/3/threat_intel_feeds/{uuid}                               
  api_threat_intel_reports_get_collection              GET                   ANY      ANY    /api/3/threat_intel_reports                                    
  api_threat_intel_reports_post_collection             POST                  ANY      ANY    /api/3/threat_intel_reports                                    
  api_threat_intel_reports_get_item                    GET                   ANY      ANY    /api/3/threat_intel_reports/{uuid}                             
  api_threat_intel_reports_put_item                    PUT                   ANY      ANY    /api/3/threat_intel_reports/{uuid}                             
  api_threat_intel_reports_delete_item                 DELETE                ANY      ANY    /api/3/threat_intel_reports/{uuid}                             
  api_vulnerabilities_get_collection                   GET                   ANY      ANY    /api/3/vulnerabilities                                         
  api_vulnerabilities_post_collection                  POST                  ANY      ANY    /api/3/vulnerabilities                                         
  api_vulnerabilities_get_item                         GET                   ANY      ANY    /api/3/vulnerabilities/{uuid}                                  
  api_vulnerabilities_put_item                         PUT                   ANY      ANY    /api/3/vulnerabilities/{uuid}                                  
  api_vulnerabilities_delete_item                      DELETE                ANY      ANY    /api/3/vulnerabilities/{uuid}                                  
  api_war_rooms_get_collection                         GET                   ANY      ANY    /api/3/warrooms                                                
  api_war_rooms_post_collection                        POST                  ANY      ANY    /api/3/warrooms                                                
  api_war_rooms_get_item                               GET                   ANY      ANY    /api/3/warrooms/{uuid}                                         
  api_war_rooms_put_item                               PUT                   ANY      ANY    /api/3/warrooms/{uuid}                                         
  api_war_rooms_delete_item                            DELETE                ANY      ANY    /api/3/warrooms/{uuid}                                         
  api_war_rooms_owners_get_subresource                 GET                   ANY      ANY    /api/3/warrooms/{uuid}/owners                                  
  api_war_rooms_user_owners_get_subresource            GET                   ANY      ANY    /api/3/warrooms/{uuid}/userOwners                              
  api_workspaces_get_collection                        GET                   ANY      ANY    /api/3/workspaces                                              
  api_workspaces_post_collection                       POST                  ANY      ANY    /api/3/workspaces                                              
  api_workspaces_get_item                              GET                   ANY      ANY    /api/3/workspaces/{uuid}                                       
  api_workspaces_put_item                              PUT                   ANY      ANY    /api/3/workspaces/{uuid}                                       
  api_workspaces_delete_item                           DELETE                ANY      ANY    /api/3/workspaces/{uuid}                                       
  api_workspaces_datasets_get_subresource              GET                   ANY      ANY    /api/3/workspaces/{uuid}/datasets                              
  api_workspaces_owners_get_subresource                GET                   ANY      ANY    /api/3/workspaces/{uuid}/owners                                
  api_workspaces_user_owners_get_subresource           GET                   ANY      ANY    /api/3/workspaces/{uuid}/userOwners                            
  api_z_t_p_profiles_get_collection                    GET                   ANY      ANY    /api/3/z_t_p_profiles                                          
  api_z_t_p_profiles_post_collection                   POST                  ANY      ANY    /api/3/z_t_p_profiles                                          
  api_z_t_p_profiles_get_item                          GET                   ANY      ANY    /api/3/z_t_p_profiles/{uuid}                                   
  api_z_t_p_profiles_put_item                          PUT                   ANY      ANY    /api/3/z_t_p_profiles/{uuid}                                   
  api_z_t_p_profiles_delete_item                       DELETE                ANY      ANY    /api/3/z_t_p_profiles/{uuid}                                   
  api_z_t_p_profiles_owners_get_subresource            GET                   ANY      ANY    /api/3/z_t_p_profiles/{uuid}/owners                            
  api_z_t_p_scripts_get_collection                     GET                   ANY      ANY    /api/3/z_t_p_scripts                                           
  api_z_t_p_scripts_post_collection                    POST                  ANY      ANY    /api/3/z_t_p_scripts                                           
  api_z_t_p_scripts_get_item                           GET                   ANY      ANY    /api/3/z_t_p_scripts/{uuid}                                    
  api_z_t_p_scripts_put_item                           PUT                   ANY      ANY    /api/3/z_t_p_scripts/{uuid}                                    
  api_z_t_p_scripts_delete_item                        DELETE                ANY      ANY    /api/3/z_t_p_scripts/{uuid}                                    
  api_z_t_p_scripts_owners_get_subresource             GET                   ANY      ANY    /api/3/z_t_p_scripts/{uuid}/owners                             
  api_attrib_model_metadatas_get_collection            GET                   ANY      ANY    /api/3/attrib_model_metadatas.{_format}                        
  api_attrib_model_metadatas_get_item                  GET                   ANY      ANY    /api/3/attrib_model_metadatas/{uuid}.{_format}                 
  api_attribute_metadatas_get_collection               GET                   ANY      ANY    /api/3/attribute_metadatas.{_format}                           
  api_attribute_metadatas_post_collection              POST                  ANY      ANY    /api/3/attribute_metadatas.{_format}                           
  api_attribute_metadatas_get_item                     GET                   ANY      ANY    /api/3/attribute_metadatas/{uuid}.{_format}                    
  api_cluster_commands_get_collection                  GET                   ANY      ANY    /api/3/cluster_commands.{_format}                              
  api_cluster_commands_post_collection                 POST                  ANY      ANY    /api/3/cluster_commands.{_format}                              
  api_cluster_commands_get_item                        GET                   ANY      ANY    /api/3/cluster_commands/{uuid}.{_format}                       
  api_model_metadatas_get_collection                   GET                   ANY      ANY    /api/3/model_metadatas.{_format}                               
  api_model_metadatas_get_item                         GET                   ANY      ANY    /api/3/model_metadatas/{uuid}.{_format}                        
  api_staging_model_metadatas_get_collection           GET                   ANY      ANY    /api/3/staging_model_metadatas.{_format}                       
  api_staging_model_metadatas_post_collection          POST                  ANY      ANY    /api/3/staging_model_metadatas.{_format}                       
  api_staging_model_metadatas_get_item                 GET                   ANY      ANY    /api/3/staging_model_metadatas/{uuid}.{_format}                
  api_staging_model_metadatas_put_item                 PUT                   ANY      ANY    /api/3/staging_model_metadatas/{uuid}.{_format}                
  api_staging_model_metadatas_delete_item              DELETE                ANY      ANY    /api/3/staging_model_metadatas/{uuid}.{_format}                
  api_queries_get_collection                           GET                   ANY      ANY    /api/3/queries.{_format}                                       
  api_queries_post_collection                          POST                  ANY      ANY    /api/3/queries.{_format}                                       
  api_queries_get_item                                 GET                   ANY      ANY    /api/3/queries/{uuid}.{_format}                                
